"from","to","node1_string_internal_id","node2_string_internal_id","node1_external_id","node2_external_id","neighborhood_on_chromosome","gene_fusion","phylogenetic_cooccurrence","homology","coexpression","experimentally_determined_interaction","database_annotated","automated_textmining","combined_score","Tipo"
"RB1","ARID1A",1850249,1845924,"9606.ENSP00000320485","9606.ENSP00000267163",0,0,0,0,0.053,0,0.72,0.172,0.761,"Cerebro"
"CTNNB1","NANOG",1852818,1843195,"9606.ENSP00000344456","9606.ENSP00000229307",0,0,0,0,0,0.129,0,0.736,0.76,"Cerebro"
"TP53","ARID1A",1850249,1846083,"9606.ENSP00000320485","9606.ENSP00000269305",0,0,0,0,0,0.36,0,0.638,0.759,"Cerebro"
"TP53","TOP2A",1860923,1846083,"9606.ENSP00000411532","9606.ENSP00000269305",0,0,0,0,0.071,0.36,0,0.628,0.759,"Cerebro"
"EGFR","CDKN2A",1859838,1846445,"9606.ENSP00000394932","9606.ENSP00000275493",0,0,0,0,0.054,0.139,0,0.727,0.758,"Cerebro"
"EP300","CDH1",1845316,1844988,"9606.ENSP00000263253","9606.ENSP00000261769",0,0,0,0,0.053,0.357,0,0.628,0.754,"Cerebro"
"TP53","CTNNB1",1852818,1846083,"9606.ENSP00000344456","9606.ENSP00000269305",0,0,0,0,0,0,0,0.749,0.749,"Cerebro"
"CTNNB1","TOP2A",1860923,1852818,"9606.ENSP00000411532","9606.ENSP00000344456",0,0,0,0,0.096,0.36,0,0.597,0.747,"Cerebro"
"TP53","SETD2",1859200,1846083,"9606.ENSP00000386759","9606.ENSP00000269305",0,0,0,0,0,0.378,0,0.601,0.742,"Cerebro"
"PIK3CA","CCL2",1845446,1843055,"9606.ENSP00000263967","9606.ENSP00000225831",0,0,0,0,0,0,0,0.741,0.741,"Cerebro"
"RB1","CDH1",1845924,1844988,"9606.ENSP00000267163","9606.ENSP00000261769",0,0,0,0,0,0,0,0.74,0.74,"Cerebro"
"PTEN","MYCN",1855586,1846701,"9606.ENSP00000361021","9606.ENSP00000281043",0,0,0,0,0,0,0,0.739,0.739,"Cerebro"
"VEGFA","TERT",1855611,1849199,"9606.ENSP00000361125","9606.ENSP00000309572",0,0,0,0,0,0,0,0.738,0.738,"Cerebro"
"TP53","CCL2",1846083,1843055,"9606.ENSP00000269305","9606.ENSP00000225831",0,0,0,0,0.042,0,0,0.737,0.738,"Cerebro"
"TP53","RPL5",1855221,1846083,"9606.ENSP00000359345","9606.ENSP00000269305",0,0,0,0,0,0.359,0,0.599,0.732,"Cerebro"
"PIK3R1","PIK3C2G",1846375,1845872,"9606.ENSP00000274335","9606.ENSP00000266497",0,0,0,0,0.057,0.372,0.54,0.135,0.732,"Cerebro"
"RB1","RBBP6",1849988,1845924,"9606.ENSP00000317872","9606.ENSP00000267163",0,0,0,0,0.055,0.324,0,0.611,0.73,"Cerebro"
"NOTCH1","SOX9",1846535,1843760,"9606.ENSP00000277541","9606.ENSP00000245479",0,0,0,0,0.046,0,0,0.726,0.728,"Cerebro"
"MYC","NANOG",1856789,1843195,"9606.ENSP00000367207","9606.ENSP00000229307",0,0,0,0,0,0,0,0.722,0.722,"Cerebro"
"SMARCA4","KAT6B",1853627,1847060,"9606.ENSP00000350720","9606.ENSP00000287239",0,0,0,0,0.093,0.402,0,0.527,0.721,"Cerebro"
"SMARCA4","SETD2",1859200,1853627,"9606.ENSP00000386759","9606.ENSP00000350720",0,0,0,0,0.284,0.292,0,0.492,0.72,"Cerebro"
"SMARCA4","MLL2",1853627,1848242,"9606.ENSP00000350720","9606.ENSP00000301067",0,0,0,0,0.093,0.292,0,0.594,0.716,"Cerebro"
"RB1","MYCN",1846701,1845924,"9606.ENSP00000281043","9606.ENSP00000267163",0,0,0,0,0,0,0,0.716,0.716,"Cerebro"
"PIK3CA","TPTE2",1857590,1845446,"9606.ENSP00000372437","9606.ENSP00000263967",0,0,0,0,0.055,0.293,0,0.584,0.698,"Cerebro"
"H3F3A","ATRX",1855886,1854454,"9606.ENSP00000362441","9606.ENSP00000355778",0,0,0,0,0,0.458,0,0.463,0.697,"Cerebro"
"PIK3CA","FOXM1",1852579,1845446,"9606.ENSP00000342307","9606.ENSP00000263967",0,0,0,0,0,0.098,0,0.669,0.689,"Cerebro"
"PTEN","FOXM1",1855586,1852579,"9606.ENSP00000361021","9606.ENSP00000342307",0,0,0,0,0,0.108,0,0.664,0.688,"Cerebro"
"CTNNB1","KRAS",1852818,1844404,"9606.ENSP00000344456","9606.ENSP00000256078",0,0,0,0,0.054,0.095,0,0.663,0.686,"Cerebro"
"EP300","KAT6B",1847060,1845316,"9606.ENSP00000287239","9606.ENSP00000263253",0,0,0,0,0.118,0.172,0,0.603,0.685,"Cerebro"
"RB1","TOP2A",1860923,1845924,"9606.ENSP00000411532","9606.ENSP00000267163",0,0,0,0,0.25,0.36,0,0.393,0.683,"Cerebro"
"CDKN2A","CDH1",1859838,1844988,"9606.ENSP00000394932","9606.ENSP00000261769",0,0,0,0,0,0,0,0.682,0.682,"Cerebro"
"TP53","PTPN11",1852389,1846083,"9606.ENSP00000340944","9606.ENSP00000269305",0,0,0,0,0,0,0,0.682,0.682,"Cerebro"
"CDKN2A","SMARCA4",1859838,1853627,"9606.ENSP00000394932","9606.ENSP00000350720",0,0,0,0,0.054,0.446,0,0.437,0.68,"Cerebro"
"TP53","ATRX",1855886,1846083,"9606.ENSP00000362441","9606.ENSP00000269305",0,0,0,0,0,0.38,0,0.499,0.676,"Cerebro"
"EGFR","RB1",1846445,1845924,"9606.ENSP00000275493","9606.ENSP00000267163",0,0,0,0,0,0,0,0.673,0.673,"Cerebro"
"H3F3A","SETD2",1859200,1854454,"9606.ENSP00000386759","9606.ENSP00000355778",0,0,0,0,0.054,0.295,0,0.545,0.67,"Cerebro"
"VEGFA","FOXM1",1855611,1852579,"9606.ENSP00000361125","9606.ENSP00000342307",0,0,0,0,0,0,0,0.669,0.669,"Cerebro"
"SLC6A3","STX1A",1846148,1842945,"9606.ENSP00000270349","9606.ENSP00000222812",0,0,0,0,0.045,0.528,0,0.323,0.668,"Cerebro"
"SLC6A3","MGP",1846148,1843175,"9606.ENSP00000270349","9606.ENSP00000228938",0,0,0,0,0.054,0,0,0.663,0.667,"Cerebro"
"MYC","CCL2",1856789,1843055,"9606.ENSP00000367207","9606.ENSP00000225831",0,0,0,0,0.054,0,0,0.661,0.665,"Cerebro"
"NOTCH1","CD44",1860096,1846535,"9606.ENSP00000398632","9606.ENSP00000277541",0,0,0,0,0,0,0,0.663,0.663,"Cerebro"
"EIF1AX","DDX3X",1858776,1857062,"9606.ENSP00000382840","9606.ENSP00000368927",0,0,0,0,0.55,0,0,0.281,0.663,"Cerebro"
"SMARCA4","EP300",1853627,1845316,"9606.ENSP00000350720","9606.ENSP00000263253",0,0,0,0,0.1,0.197,0,0.57,0.662,"Cerebro"
"VEGFA","MGP",1855611,1843175,"9606.ENSP00000361125","9606.ENSP00000228938",0,0,0,0,0,0,0,0.662,0.662,"Cerebro"
"SMARCA4","PIK3CA",1853627,1845446,"9606.ENSP00000350720","9606.ENSP00000263967",0,0,0,0,0.126,0.381,0,0.426,0.662,"Cerebro"
"NOTCH1","KRAS",1846535,1844404,"9606.ENSP00000277541","9606.ENSP00000256078",0,0,0,0,0.049,0.128,0,0.623,0.66,"Cerebro"
"NF1","FOXM1",1853658,1852579,"9606.ENSP00000351015","9606.ENSP00000342307",0,0,0,0,0.045,0,0,0.659,0.66,"Cerebro"
"TERT","KRAS",1849199,1844404,"9606.ENSP00000309572","9606.ENSP00000256078",0,0,0,0,0,0,0,0.659,0.659,"Cerebro"
"H3F3A","CREBBP",1854454,1845124,"9606.ENSP00000355778","9606.ENSP00000262367",0,0,0,0,0.064,0.533,0,0.277,0.657,"Cerebro"
"EGFR","MYCN",1846701,1846445,"9606.ENSP00000281043","9606.ENSP00000275493",0,0,0,0,0,0,0,0.656,0.656,"Cerebro"
"PTPN11","IL4R",1852389,1842312,"9606.ENSP00000340944","9606.ENSP00000170630",0,0,0,0,0.046,0.285,0,0.537,0.656,"Cerebro"
"NOTCH1","PTCH1",1851463,1846535,"9606.ENSP00000332353","9606.ENSP00000277541",0,0,0,0,0.054,0.073,0,0.636,0.653,"Cerebro"
"ATRX","CREBBP",1855886,1845124,"9606.ENSP00000362441","9606.ENSP00000262367",0,0,0,0,0.243,0.197,0,0.472,0.651,"Cerebro"
"CDH1","SOX9",1844988,1843760,"9606.ENSP00000261769","9606.ENSP00000245479",0,0,0,0,0,0,0,0.651,0.651,"Cerebro"
"KAT6B","CREBBP",1847060,1845124,"9606.ENSP00000287239","9606.ENSP00000262367",0,0,0,0,0.089,0.172,0,0.57,0.647,"Cerebro"
"CDH1","KRAS",1844988,1844404,"9606.ENSP00000261769","9606.ENSP00000256078",0,0,0,0,0,0,0,0.647,0.647,"Cerebro"
"PIK3CA","RB1",1845924,1845446,"9606.ENSP00000267163","9606.ENSP00000263967",0,0,0,0,0.066,0,0,0.637,0.646,"Cerebro"
"PTEN","RB1",1855586,1845924,"9606.ENSP00000361021","9606.ENSP00000267163",0,0,0,0,0.074,0,0,0.632,0.645,"Cerebro"
"CAMK2G","STX1A",1850110,1842945,"9606.ENSP00000319060","9606.ENSP00000222812",0,0,0,0,0.054,0.169,0,0.583,0.644,"Cerebro"
"MYC","FOXM1",1856789,1852579,"9606.ENSP00000367207","9606.ENSP00000342307",0,0,0,0,0,0.344,0,0.475,0.641,"Cerebro"
"MYC","TGFA",1856789,1847571,"9606.ENSP00000367207","9606.ENSP00000295400",0,0,0,0,0,0,0,0.64,0.64,"Cerebro"
"MYC","ABCG2",1856789,1843466,"9606.ENSP00000367207","9606.ENSP00000237612",0,0,0,0,0,0,0,0.64,0.64,"Cerebro"
"SMARCA4","NANOG",1853627,1843195,"9606.ENSP00000350720","9606.ENSP00000229307",0,0,0,0,0,0.094,0,0.616,0.637,"Cerebro"
"PIK3CA","EP300",1845446,1845316,"9606.ENSP00000263967","9606.ENSP00000263253",0,0,0,0,0.156,0.173,0,0.518,0.635,"Cerebro"
"TOP2A","ATRX",1860923,1855886,"9606.ENSP00000411532","9606.ENSP00000362441",0,0,0,0,0.237,0.191,0,0.456,0.635,"Cerebro"
"VEGFA","RB1",1855611,1845924,"9606.ENSP00000361125","9606.ENSP00000267163",0,0,0,0,0,0,0,0.63,0.63,"Cerebro"
"TP53","IDH1",1846083,1844837,"9606.ENSP00000269305","9606.ENSP00000260985",0,0,0,0,0,0,0,0.63,0.63,"Cerebro"
"MYC","CD44",1860096,1856789,"9606.ENSP00000398632","9606.ENSP00000367207",0,0,0,0,0,0,0,0.63,0.63,"Cerebro"
"PIK3CA","MYCN",1846701,1845446,"9606.ENSP00000281043","9606.ENSP00000263967",0,0,0,0,0,0,0,0.628,0.628,"Cerebro"
"PTEN","ABCG2",1855586,1843466,"9606.ENSP00000361021","9606.ENSP00000237612",0,0,0,0,0.053,0,0,0.622,0.627,"Cerebro"
"MYCN","DNMT3A",1846701,1845601,"9606.ENSP00000281043","9606.ENSP00000264709",0,0,0,0,0,0.156,0,0.575,0.626,"Cerebro"
"EP300","SETD2",1859200,1845316,"9606.ENSP00000386759","9606.ENSP00000263253",0,0,0,0,0.215,0.412,0,0.252,0.625,"Cerebro"
"MYCN","CCL2",1846701,1843055,"9606.ENSP00000281043","9606.ENSP00000225831",0,0,0,0,0.054,0,0,0.616,0.621,"Cerebro"
"TGFA","CDH1",1847571,1844988,"9606.ENSP00000295400","9606.ENSP00000261769",0,0,0,0,0,0,0,0.613,0.613,"Cerebro"
"TP53","MKI67",1854841,1846083,"9606.ENSP00000357643","9606.ENSP00000269305",0,0,0,0,0.092,0,0,0.589,0.611,"Cerebro"
"PIK3CA","TERT",1849199,1845446,"9606.ENSP00000309572","9606.ENSP00000263967",0,0,0,0,0.053,0.292,0,0.467,0.611,"Cerebro"
"SMARCA4","CDH1",1853627,1844988,"9606.ENSP00000350720","9606.ENSP00000261769",0,0,0,0,0.053,0.2,0,0.52,0.605,"Cerebro"
"PTEN","CCL2",1855586,1843055,"9606.ENSP00000361021","9606.ENSP00000225831",0,0,0,0,0.052,0,0,0.6,0.604,"Cerebro"
"NRAS","PTEN",1855586,1855051,"9606.ENSP00000361021","9606.ENSP00000358548",0,0,0,0,0.053,0.164,0,0.539,0.603,"Cerebro"
"FOXM1","CDH1",1852579,1844988,"9606.ENSP00000342307","9606.ENSP00000261769",0,0,0,0,0,0,0,0.602,0.602,"Cerebro"
"TP53","SUFU",1855131,1846083,"9606.ENSP00000358918","9606.ENSP00000269305",0,0,0,0,0,0,0,0.602,0.602,"Cerebro"
"EP300","SOX9",1845316,1843760,"9606.ENSP00000263253","9606.ENSP00000245479",0,0,0,0,0.066,0.396,0,0.35,0.601,"Cerebro"
"EGFR","TP63",1846445,1845611,"9606.ENSP00000275493","9606.ENSP00000264731",0,0,0,0,0,0,0,0.601,0.601,"Cerebro"
"SYT1","CAMK2G",1850110,1844863,"9606.ENSP00000319060","9606.ENSP00000261205",0,0,0,0,0.096,0,0,0.575,0.6,"Cerebro"
"CDKN2A","TERT",1859838,1849199,"9606.ENSP00000394932","9606.ENSP00000309572",0,0,0,0,0.084,0,0,0.58,0.598,"Cerebro"
"NANOG","CDH1",1844988,1843195,"9606.ENSP00000261769","9606.ENSP00000229307",0,0,0,0,0.053,0.043,0,0.588,0.594,"Cerebro"
"EGFR","CAMK2G",1850110,1846445,"9606.ENSP00000319060","9606.ENSP00000275493",0,0,0,0,0.053,0.36,0,0.384,0.594,"Cerebro"
"H3F3A","KAT6B",1854454,1847060,"9606.ENSP00000355778","9606.ENSP00000287239",0,0,0,0,0.055,0.183,0,0.515,0.593,"Cerebro"
"ARID1A","ARID2",1851800,1850249,"9606.ENSP00000335044","9606.ENSP00000320485",0,0,0,0.608,0.174,0.071,0.36,0.621,0.593,"Cerebro"
"BRAF","PIK3CA",1847131,1845446,"9606.ENSP00000288602","9606.ENSP00000263967",0,0,0,0,0.226,0,0,0.494,0.592,"Cerebro"
"PIK3R1","KRAS",1846375,1844404,"9606.ENSP00000274335","9606.ENSP00000256078",0,0,0,0,0.087,0.169,0,0.504,0.591,"Cerebro"
"NRAS","TP53",1855051,1846083,"9606.ENSP00000358548","9606.ENSP00000269305",0,0,0,0,0,0,0,0.59,0.59,"Cerebro"
"SMARCA4","DDX5",1853627,1843052,"9606.ENSP00000350720","9606.ENSP00000225792",0,0,0,0,0.074,0.328,0,0.394,0.59,"Cerebro"
"GLI2","CDH1",1854160,1844988,"9606.ENSP00000354586","9606.ENSP00000261769",0,0,0,0,0,0,0,0.589,0.589,"Cerebro"
"NOTCH1","TCF12",1851305,1846535,"9606.ENSP00000331057","9606.ENSP00000277541",0,0,0,0,0.052,0.311,0,0.42,0.588,"Cerebro"
"TOP2A","DDX5",1860923,1843052,"9606.ENSP00000411532","9606.ENSP00000225792",0,0,0,0,0.074,0.104,0,0.543,0.587,"Cerebro"
"CD44","CCL2",1860096,1843055,"9606.ENSP00000398632","9606.ENSP00000225831",0,0,0,0,0.074,0,0,0.573,0.587,"Cerebro"
"NOTCH1","NANOG",1846535,1843195,"9606.ENSP00000277541","9606.ENSP00000229307",0,0,0,0,0,0.067,0,0.575,0.586,"Cerebro"
"MKI67","CDH1",1854841,1844988,"9606.ENSP00000357643","9606.ENSP00000261769",0,0,0,0,0,0,0,0.586,0.586,"Cerebro"
"EGFR","SOX9",1846445,1843760,"9606.ENSP00000275493","9606.ENSP00000245479",0,0,0,0,0.055,0,0,0.577,0.583,"Cerebro"
"EP300","TCF12",1851305,1845316,"9606.ENSP00000331057","9606.ENSP00000263253",0,0,0,0,0.067,0.407,0,0.305,0.582,"Cerebro"
"VEGFA","CAMK2G",1855611,1850110,"9606.ENSP00000361125","9606.ENSP00000319060",0,0,0,0,0,0,0,0.581,0.581,"Cerebro"
"NRAS","CDKN2A",1859838,1855051,"9606.ENSP00000394932","9606.ENSP00000358548",0,0,0,0,0.049,0.12,0,0.539,0.581,"Cerebro"
"ARID1A","ABCD1",1850249,1842693,"9606.ENSP00000320485","9606.ENSP00000218104",0,0,0,0,0,0,0,0.58,0.58,"Cerebro"
"PTEN","SMARCA4",1855586,1853627,"9606.ENSP00000361021","9606.ENSP00000350720",0,0,0,0,0.056,0.057,0,0.562,0.577,"Cerebro"
"CD44","ABCG2",1860096,1843466,"9606.ENSP00000398632","9606.ENSP00000237612",0,0,0,0,0,0,0,0.576,0.576,"Cerebro"
"CTNNB1","GLI2",1854160,1852818,"9606.ENSP00000354586","9606.ENSP00000344456",0,0,0,0,0.058,0.292,0,0.416,0.576,"Cerebro"
"EEF1A1","KRAS",1851211,1844404,"9606.ENSP00000330054","9606.ENSP00000256078",0,0,0,0,0,0.149,0,0.519,0.574,"Cerebro"
"TP53","PTCH1",1851463,1846083,"9606.ENSP00000332353","9606.ENSP00000269305",0,0,0,0,0,0,0,0.574,0.574,"Cerebro"
"TP53","ABCG2",1846083,1843466,"9606.ENSP00000269305","9606.ENSP00000237612",0,0,0,0,0,0,0,0.574,0.574,"Cerebro"
"CTNNB1","CD44",1860096,1852818,"9606.ENSP00000398632","9606.ENSP00000344456",0,0,0,0,0,0,0,0.574,0.574,"Cerebro"
"PIK3CA","CD44",1860096,1845446,"9606.ENSP00000398632","9606.ENSP00000263967",0,0,0,0,0,0,0,0.573,0.573,"Cerebro"
"CTNNB1","FOXM1",1852818,1852579,"9606.ENSP00000344456","9606.ENSP00000342307",0,0,0,0,0,0.398,0,0.319,0.572,"Cerebro"
"PTEN","NF1",1855586,1853658,"9606.ENSP00000361021","9606.ENSP00000351015",0,0,0,0,0.079,0,0,0.551,0.569,"Cerebro"
"SMARCA4","PIK3C2G",1853627,1845872,"9606.ENSP00000350720","9606.ENSP00000266497",0,0,0,0,0.126,0.381,0,0.269,0.569,"Cerebro"
"EGFR","MKI67",1854841,1846445,"9606.ENSP00000357643","9606.ENSP00000275493",0,0,0,0,0,0,0,0.566,0.566,"Cerebro"
"PIK3CA","PIK3C2G",1845872,1845446,"9606.ENSP00000266497","9606.ENSP00000263967",0,0,0,0.706,0.048,0,0.54,0.204,0.566,"Cerebro"
"CSNK2B","CLIP1",1856397,1848555,"9606.ENSP00000365025","9606.ENSP00000303585",0,0,0,0,0,0.285,0,0.417,0.565,"Cerebro"
"EP300","ATRX",1855886,1845316,"9606.ENSP00000362441","9606.ENSP00000263253",0,0,0,0,0.144,0.197,0,0.417,0.565,"Cerebro"
"PIK3CA","CREBBP",1845446,1845124,"9606.ENSP00000263967","9606.ENSP00000262367",0,0,0,0,0.237,0.173,0,0.363,0.564,"Cerebro"
"CTNNB1","CDKN2A",1859838,1852818,"9606.ENSP00000394932","9606.ENSP00000344456",0,0,0,0,0,0.047,0,0.559,0.562,"Cerebro"
"MYC","DDX5",1856789,1843052,"9606.ENSP00000367207","9606.ENSP00000225792",0,0,0,0,0.045,0,0,0.559,0.561,"Cerebro"
"BRAF","LZTR1",1847131,1842500,"9606.ENSP00000288602","9606.ENSP00000215739",0,0,0,0,0.093,0,0,0.535,0.56,"Cerebro"
"FOXM1","SOX9",1852579,1843760,"9606.ENSP00000342307","9606.ENSP00000245479",0,0,0,0,0,0.097,0,0.531,0.559,"Cerebro"
"TP53","DDX5",1846083,1843052,"9606.ENSP00000269305","9606.ENSP00000225792",0,0,0,0,0,0.374,0,0.319,0.556,"Cerebro"
"RPL5","TOP2A",1860923,1855221,"9606.ENSP00000411532","9606.ENSP00000359345",0,0,0,0,0.126,0,0,0.513,0.556,"Cerebro"
"RB1","FOXM1",1852579,1845924,"9606.ENSP00000342307","9606.ENSP00000267163",0,0,0,0,0,0.326,0,0.364,0.553,"Cerebro"
"CREBBP","SOX9",1845124,1843760,"9606.ENSP00000262367","9606.ENSP00000245479",0,0,0,0,0.066,0.398,0,0.267,0.552,"Cerebro"
"SMARCA4","CD44",1860096,1853627,"9606.ENSP00000398632","9606.ENSP00000350720",0,0,0,0,0,0,0,0.55,0.55,"Cerebro"
"ARID2","ATRX",1855886,1851800,"9606.ENSP00000362441","9606.ENSP00000335044",0,0,0,0,0.515,0.066,0,0.077,0.547,"Cerebro"
"TP53","EPHA3",1852002,1846083,"9606.ENSP00000337451","9606.ENSP00000269305",0,0,0,0,0,0.374,0,0.306,0.547,"Cerebro"
"TP53","ITGA2",1847760,1846083,"9606.ENSP00000296585","9606.ENSP00000269305",0,0,0,0,0,0,0,0.546,0.546,"Cerebro"
"NANOG","ABCG2",1843466,1843195,"9606.ENSP00000237612","9606.ENSP00000229307",0,0,0,0,0,0,0,0.546,0.546,"Cerebro"
"DDX3X","KRAS",1858776,1844404,"9606.ENSP00000382840","9606.ENSP00000256078",0,0,0,0,0.092,0,0,0.521,0.546,"Cerebro"
"MLL2","MAX",1853721,1848242,"9606.ENSP00000351490","9606.ENSP00000301067",0,0,0,0,0.121,0.503,0,0,0.545,"Cerebro"
"EGFR","SMARCA4",1853627,1846445,"9606.ENSP00000350720","9606.ENSP00000275493",0,0,0,0,0.053,0,0,0.538,0.544,"Cerebro"
"PTEN","PTPN11",1855586,1852389,"9606.ENSP00000361021","9606.ENSP00000340944",0,0,0,0,0.056,0.096,0,0.508,0.544,"Cerebro"
"CTNNB1","DLL4",1852818,1843973,"9606.ENSP00000344456","9606.ENSP00000249749",0,0,0,0,0.043,0.052,0,0.536,0.543,"Cerebro"
